observed_on_details.date,species_guess,public_positional_accuracy,quality_metrics,taxon.name,geojson.coordinates,owners_identification_from_vision,identifications_count,num_identification_disagreements,location,place_guess,latitude,longitude
2022-04-30,Asian Lady Beetle,6.0,[],Harmonia axyridis,"[-2.400475312, 51.3765614201]",True,1,0,"[51.3765614201, -2.400475312]","Kelston View, Bath, England, GB",51.3765614201,-2.400475312
2022-04-29,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.594467, 54.97963]",False,1,0,"[54.97963, -1.594467]","Warwick Street-Stadium, Newcastle upon Tyne NE6 5BD, UK",54.97963,-1.594467
2022-04-30,Harlekin-Marienkäfer,12.0,[],Harmonia axyridis,"[-1.6130262, 54.9809036]",False,2,0,"[54.9809036, -1.6130262]","Jesmond, Newcastle upon Tyne NE2 4PT, UK",54.9809036,-1.6130262
2022-04-30,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.9085555556, 52.4299444444]",False,2,0,"[52.4299444444, -1.9085555556]","Cartland Rd, Stirchley, Birmingham B30 2TA, UK",52.4299444444,-1.9085555556
2022-04-30,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-2.5191814897, 51.4808197019]",True,1,0,"[51.4808197019, -2.5191814897]","Bristol BS16, UK",51.4808197019,-2.5191814897
2022-04-30,Asian Lady Beetle,135.0,[],Harmonia axyridis,"[-2.9767814, 53.3560308]",True,1,0,"[53.3560308, -2.9767814]","CH62 4TD, UK",53.3560308,-2.9767814
2022-04-30,Asian Lady Beetle,203.0,[],Harmonia axyridis,"[-1.5305301547, 52.6528308463]",False,1,0,"[52.6528308463, -1.5305301547]",Twycross Zoo,52.6528308463,-1.5305301547
2022-04-29,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.301045, 51.4339116667]",True,2,0,"[51.4339116667, -0.301045]","Ham Common Woods, Richmond, England, GB",51.4339116667,-0.301045
2022-04-30,Asian Lady Beetle,101.0,[],Harmonia axyridis,"[-2.4895424009, 51.4357974256]",False,2,0,"[51.4357974256, -2.4895424009]","Greenview, Bristol, England, GB",51.4357974256,-2.4895424009
2022-04-30,Asian Lady Beetle,9.0,[],Harmonia axyridis,"[-1.6067377061, 55.0068919009]",False,2,0,"[55.0068919009, -1.6067377061]","Percy Ter, Newcastle Upon Tyne, England, GB",55.0068919009,-1.6067377061
2022-04-29,Asian Lady Beetle,2.0,[],Harmonia axyridis,"[-0.17804059, 51.4956569822]",True,2,0,"[51.4956569822, -0.17804059]","South Kensington, London, UK",51.4956569822,-0.17804059
2022-04-29,Harlekin-Marienkäfer,184.0,[],Harmonia axyridis,"[-1.9211838394, 52.4091631799]",False,2,0,"[52.4091631799, -1.9211838394]",B30 3LG,52.4091631799,-1.9211838394
2022-04-29,Harlekin-Marienkäfer,13.0,[],Harmonia axyridis,"[-0.0861443797, 50.8637089697]",,2,0,"[50.8637089697, -0.0861443797]","Falmer, Brighton BN1, UK",50.8637089697,-0.0861443797
2022-04-29,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.5943359722, 54.979503]",False,2,0,"[54.979503, -1.5943359722]","Warwick Street-Stadium, Newcastle upon Tyne NE6 5BD, UK",54.979503,-1.5943359722
2022-04-29,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.9112310997, 52.4460678]",False,1,0,"[52.4460678, -1.9112310997]","Birmingham B29, UK",52.4460678,-1.9112310997
2022-04-29,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.9116531, 52.4454307997]",False,1,0,"[52.4454307997, -1.9116531]","Birmingham B29, UK",52.4454307997,-1.9116531
2022-04-29,Harlekin-Marienkäfer,10.0,[],Harmonia axyridis,"[-1.95321608, 52.46642751]",False,1,0,"[52.46642751, -1.95321608]","Harborne, Birmingham, UK",52.46642751,-1.95321608
2022-04-29,Asian Lady Beetle,,[],Harmonia axyridis,"[0.5627250075, 51.4136962891]",,2,0,"[51.4136962891, 0.5627250075]",Rochester,51.4136962891,0.5627250075
2022-04-29,Asian Lady Beetle,179.0,[],Harmonia axyridis,"[-1.9685573503, 52.567741124]",True,2,0,"[52.567741124, -1.9685573503]",Delves Green Road Allotments,52.567741124,-1.9685573503
2022-04-29,Asian Lady Beetle,26196.0,[],Harmonia axyridis,"[-2.4373193628, 51.4390517264]",False,2,0,"[51.4390517264, -2.4373193628]","England, GB",51.4390517264,-2.4373193628
2022-04-29,Asian Lady Beetle,27.0,[],Harmonia axyridis,"[-3.1848734245, 51.4812112626]",False,1,0,"[51.4812112626, -3.1848734245]","Castle West Lodge, Cardiff CF10 1BJ, UK",51.4812112626,-3.1848734245
2022-04-29,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-2.3937554516, 51.3769748205]",False,1,0,"[51.3769748205, -2.3937554516]","Bath, UK",51.3769748205,-2.3937554516
2022-04-29,Asian Lady Beetle,248.0,[],Harmonia axyridis,"[-1.1401591077, 52.9828574582]",True,2,0,"[52.9828574582, -1.1401591077]","Sherwood, Nottingham, UK",52.9828574582,-1.1401591077
2022-04-29,Harlekin-Marienkäfer,6.0,[],Harmonia axyridis,"[-1.8878598773, 52.4432000803]",True,1,0,"[52.4432000803, -1.8878598773]","Birmingham B13, UK",52.4432000803,-1.8878598773
2022-04-29,Asian Lady Beetle,16.0,[],Harmonia axyridis,"[-2.89168, 53.440075]",True,3,0,"[53.440075, -2.89168]","Flint Dr, Liverpool, England, GB",53.440075,-2.89168
2022-04-29,Harlekin-Marienkäfer,4.0,[],Harmonia axyridis,"[-1.1598083333, 52.958395]",True,1,0,"[52.958395, -1.1598083333]","Nottingham General Cemetery, Nottingham, England, GB",52.958395,-1.1598083333
2022-04-29,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-1.1598, 52.95842]",False,4,0,"[52.95842, -1.1598]","Nottingham General Cemetery, Nottingham, England, GB",52.95842,-1.1598
2022-04-29,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-1.1598445, 52.9583883333]",True,1,0,"[52.9583883333, -1.1598445]","Nottingham General Cemetery, Nottingham, England, GB",52.9583883333,-1.1598445
2022-04-29,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.5555555556, 53.8080555556]",False,2,0,"[53.8080555556, -1.5555555556]","Colour and Polymer Science, University of Leeds, Woodhouse, Leeds LS2 9JT, UK",53.8080555556,-1.5555555556
2022-04-29,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-2.5950083333, 51.44912]",False,1,0,"[51.44912, -2.5950083333]","The Grove, Bristol, England, GB",51.44912,-2.5950083333
2022-04-29,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-2.59507, 51.4491083333]",True,4,1,"[51.4491083333, -2.59507]","The Grove, Bristol, England, GB",51.4491083333,-2.59507
2022-04-29,Harlekin-Marienkäfer,18.0,[],Harmonia axyridis,"[-1.5702088, 54.7792064]",False,2,0,"[54.7792064, -1.5702088]","Durham, UK",54.7792064,-1.5702088
2022-04-29,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-1.46757, 52.35022]",True,4,1,"[52.35022, -1.46757]","Home Close, Coventry, England, GB",52.35022,-1.46757
2022-04-29,Asian Lady Beetle,9.0,[],Harmonia axyridis,"[-3.06074396, 53.56003594]",False,3,0,"[53.56003594, -3.06074396]","Formby, Liverpool L37 3QQ, UK",53.56003594,-3.06074396
2022-04-29,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.4800611111, 50.8249777778]",False,2,0,"[50.8249777778, -0.4800611111]","Angmering, UK",50.8249777778,-0.4800611111
2022-04-29,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.026148, 52.4871059722]",False,1,0,"[52.4871059722, -2.026148]","Richards Close, Rowley Regis B65 0PT, UK",52.4871059722,-2.026148
2022-04-29,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-2.5836846594, 51.4612464938]",True,1,0,"[51.4612464938, -2.5836846594]","St Paul's Park, Bristol, England, GB",51.4612464938,-2.5836846594
2022-04-29,Asian Lady Beetle,13.0,[],Harmonia axyridis,"[-2.139841, 52.44893932]",False,1,0,"[52.44893932, -2.139841]","Oldswinford, Stourbridge DY8, UK",52.44893932,-2.139841
2022-04-29,Harlekin-Marienkäfer,8.0,[],Harmonia axyridis,"[-2.7850122498, 53.8946448512]",False,2,0,"[53.8946448512, -2.7850122498]","Preston PR3 1SX, UK",53.8946448512,-2.7850122498
2022-04-29,Asian Lady Beetle,6.0,[],Harmonia axyridis,"[-3.0687832, 53.55949769]",False,1,0,"[53.55949769, -3.0687832]","Coppice Leys, Formby, Liverpool L37 3PL, UK",53.55949769,-3.0687832
2022-04-29,Asian Lady Beetle,12.0,[],Harmonia axyridis,"[-1.8875068253, 52.4430702794]",False,1,0,"[52.4430702794, -1.8875068253]","Birmingham B13, UK",52.4430702794,-1.8875068253
2022-04-29,Asian Lady Beetle,323.0,[],Harmonia axyridis,"[-2.9535336513, 53.3872048092]",False,2,0,"[53.3872048092, -2.9535336513]","Princes Park, Liverpool, England, GB",53.3872048092,-2.9535336513
2022-04-29,Asian Lady Beetle,6.0,[],Harmonia axyridis,"[-2.9551518615, 53.3871221217]",False,3,0,"[53.3871221217, -2.9551518615]","Princes Park, Liverpool, England, GB",53.3871221217,-2.9551518615
2022-04-29,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-0.0824055, 50.863955]",False,1,0,"[50.863955, -0.0824055]","University of Sussex, Brighton, England, GB",50.863955,-0.0824055
2022-04-29,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-1.2039911685, 52.9026930997]",True,1,0,"[52.9026930997, -1.2039911685]","Clifton, Nottingham, England, GB",52.9026930997,-1.2039911685
2022-04-29,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-1.58229006, 54.78033389]",False,2,0,"[54.78033389, -1.58229006]","Durham DH1 4RB, UK",54.78033389,-1.58229006
2022-04-29,Asian Lady Beetle,7.0,[],Harmonia axyridis,"[-2.3171491362, 53.5148319416]",False,1,0,"[53.5148319416, -2.3171491362]","Clifton, Manchester, UK",53.5148319416,-2.3171491362
2021-10-30,Harlekin-Marienkäfer,69.0,[],Harmonia axyridis,"[0.0398294617, 51.3941773582]",True,1,0,"[51.3941773582, 0.0398294617]","Bromley, UK",51.3941773582,0.0398294617
2021-10-30,Asian Lady Beetle,69.0,[],Harmonia axyridis,"[0.0398294617, 51.3941773582]",True,1,0,"[51.3941773582, 0.0398294617]","Bromley, UK",51.3941773582,0.0398294617
2022-04-29,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-1.192730973, 52.9543283112]",False,1,0,"[52.9543283112, -1.192730973]","Jubilee Campus, Nottingham NG8 1FW, UK",52.9543283112,-1.192730973
2022-04-29,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-2.5519316085, 51.4818575699]",True,1,0,"[51.4818575699, -2.5519316085]","Eastville Park, Bristol, England, GB",51.4818575699,-2.5519316085
2022-04-29,Harlekin-Marienkäfer,5.0,[],Harmonia axyridis,"[-2.552041579, 51.4819456637]",True,4,1,"[51.4819456637, -2.552041579]","Eastville Park, Bristol, England, GB",51.4819456637,-2.552041579
2022-04-29,Asian Lady Beetle,3.0,[],Harmonia axyridis,"[-0.086025903, 50.8637915366]",True,1,0,"[50.8637915366, -0.086025903]","University of Sussex, Brighton, England, GB",50.8637915366,-0.086025903
2022-04-29,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-0.0860447082, 50.8637677525]",True,1,0,"[50.8637677525, -0.0860447082]","University of Sussex, Brighton, England, GB",50.8637677525,-0.0860447082
2022-04-29,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-0.0860604364, 50.8637621999]",True,1,0,"[50.8637621999, -0.0860604364]","University of Sussex, Brighton, England, GB",50.8637621999,-0.0860604364
2022-04-29,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-0.086061107, 50.8637052449]",False,1,0,"[50.8637052449, -0.086061107]","University of Sussex, Brighton, England, GB",50.8637052449,-0.086061107
2022-04-29,Asian Lady Beetle,7.0,[],Harmonia axyridis,"[-2.59047482, 51.46845996]",True,1,0,"[51.46845996, -2.59047482]","Montpelier, Bristol BS6 9PE, UK",51.46845996,-2.59047482
2022-04-29,Asian Lady Beetle,699.0,[],Harmonia axyridis,"[-2.85739851, 53.3394355774]",True,1,0,"[53.3394355774, -2.85739851]","Merseyside, England, GB",53.3394355774,-2.85739851
2022-04-29,Asian Lady Beetle,21.0,[],Harmonia axyridis,"[-0.472757, 50.8268235]",True,1,0,"[50.8268235, -0.472757]","Angmering, Littlehampton BN16 4PF, UK",50.8268235,-0.472757
2022-04-28,Harlekin-Marienkäfer,2.0,[],Harmonia axyridis,"[-0.178415856, 51.4958681336]",True,1,0,"[51.4958681336, -0.178415856]","South Kensington, London, UK",51.4958681336,-0.178415856
2022-04-28,Asian Lady Beetle,1085.0,[],Harmonia axyridis,"[-4.2796573, 55.8667839]",True,2,0,"[55.8667839, -4.2796573]","Kelvinbridge, Glasgow, UK",55.8667839,-4.2796573
2021-05-19,Harlekin-Marienkäfer,84.0,[],Harmonia axyridis,"[-1.2495387435, 51.7487102657]",True,1,0,"[51.7487102657, -1.2495387435]","City Centre, Oxford, UK",51.7487102657,-1.2495387435
2022-04-23,Asian Lady Beetle,26.0,[],Harmonia axyridis,"[-1.4041633333, 50.9191283333]",True,1,0,"[50.9191283333, -1.4041633333]","The Avenue, Southampton, England, GB",50.9191283333,-1.4041633333
2021-08-20,Asian Lady Beetle,7.0,[],Harmonia axyridis,"[-1.4667015214, 53.563687028]",True,1,0,"[53.563687028, -1.4667015214]","Barnsley, UK",53.563687028,-1.4667015214
2022-04-24,Asian Lady Beetle,1.0,[],Harmonia axyridis,"[-2.1283601564, 52.5611836611]",False,3,0,"[52.5611836611, -2.1283601564]","Goldthorn Park, Wolverhampton WV4, UK",52.5611836611,-2.1283601564
2022-04-10,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-2.2148719444, 51.7431866667]",,2,0,"[51.7431866667, -2.2148719444]","The Red Door, 40 Palace Chambers, London Road, Stroud GL5 2AJ, UK",51.7431866667,-2.2148719444
2022-04-27,Harlekin-Marienkäfer,36.0,[],Harmonia axyridis,"[-2.9025863129, 53.1973847025]",True,3,0,"[53.1973847025, -2.9025863129]","Gladstone Road, Chester, England, GB",53.1973847025,-2.9025863129
2022-04-25,Asian Lady Beetle,45.0,[],Harmonia axyridis,"[-2.6568339765, 51.5069743275]",False,2,0,"[51.5069743275, -2.6568339765]","Bristol BS11, UK",51.5069743275,-2.6568339765
2022-04-27,Asian Lady Beetle,26.0,[],Harmonia axyridis,"[-2.1846861839, 53.6182632446]",True,4,1,"[53.6182632446, -2.1846861839]",Greater Manchester,53.6182632446,-2.1846861839
2022-04-23,Asian Lady Beetle,6.0,[],Harmonia axyridis,"[-1.4675416667, 52.3501783333]",True,4,1,"[52.3501783333, -1.4675416667]","Home Close, Coventry, England, GB",52.3501783333,-1.4675416667
2022-04-27,Asian Lady Beetle,92.0,[],Harmonia axyridis,"[-1.4928845, 52.4003248]",True,4,1,"[52.4003248, -1.4928845]","West Midlands, England, GB",52.4003248,-1.4928845
2022-04-27,Harlekin-Marienkäfer,3.0,[],Harmonia axyridis,"[-1.4940982126, 52.3994831834]",True,1,0,"[52.3994831834, -1.4940982126]","River Sherbourne, Coventry, England, GB",52.3994831834,-1.4940982126
2021-11-05,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-3.1360333333, 51.5108616667]",,2,0,"[51.5108616667, -3.1360333333]","Ridgeway Road, Cardiff, Wales, GB",51.5108616667,-3.1360333333
2021-11-05,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[-3.1357388333, 51.51087]",True,4,1,"[51.51087, -3.1357388333]","Ridgeway Road, Cardiff, Wales, GB",51.51087,-3.1357388333
2022-04-26,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.2244722222, 51.4474388889]",True,1,0,"[51.4474388889, -0.2244722222]","Wimbledon, London, UK",51.4474388889,-0.2244722222
2022-04-26,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[-0.1380695, 51.4476883333]",True,1,0,"[51.4476883333, -0.1380695]","Weir Road, London, England, GB",51.4476883333,-0.1380695
2022-04-26,Asian Lady Beetle,23.0,[],Harmonia axyridis,"[-0.1375666667, 51.4490883333]",True,1,0,"[51.4490883333, -0.1375666667]","Agnes Riley Gardens, London, England, GB",51.4490883333,-0.1375666667
2022-01-22,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.406703, 52.383856]",,2,0,"[52.383856, -1.406703]","Brandon, Coventry CV8, UK",52.383856,-1.406703
2022-01-08,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-2.3016694943, 53.4900022616]",False,3,0,"[53.4900022616, -2.3016694943]","Salford, UK",53.4900022616,-2.3016694943
2022-01-08,Harlekin-Marienkäfer,31.0,[],Harmonia axyridis,"[-2.3017955581, 53.4899583757]",True,2,0,"[53.4899583757, -2.3017955581]","Salford, UK",53.4899583757,-2.3017955581
2022-04-16,Harlekin-Marienkäfer,61.0,[],Harmonia axyridis,"[-2.3002579878, 53.4889735071]",True,2,0,"[53.4889735071, -2.3002579878]","Salford, UK",53.4889735071,-2.3002579878
2022-04-26,Asian Lady Beetle,18.0,[],Harmonia axyridis,"[-2.8817575891, 53.4133260911]",True,6,1,"[53.4133260911, -2.8817575891]","Broadgreen, Liverpool L14, UK",53.4133260911,-2.8817575891
2022-04-26,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.1121449722, 51.549342]",True,1,0,"[51.549342, -0.1121449722]","Lowther Road (Stop SR), London N7 8NJ, UK",51.549342,-0.1121449722
2022-04-25,Asian Lady Beetle,14.0,[],Harmonia axyridis,"[-0.0423111667, 51.4470166667]",False,2,0,"[51.4470166667, -0.0423111667]","Brockley Rise, London, England, GB",51.4470166667,-0.0423111667
2022-04-25,Asian Lady Beetle,12.0,[],Harmonia axyridis,"[-0.0423083333, 51.447105]",True,2,0,"[51.447105, -0.0423083333]","Ackroyd Road, London, England, GB",51.447105,-0.0423083333
2022-04-25,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-0.0423333333, 51.447045]",True,2,0,"[51.447045, -0.0423333333]","Brockley Rise, London, England, GB",51.447045,-0.0423333333
2022-04-25,Asian Lady Beetle,18.0,[],Harmonia axyridis,"[-0.042325, 51.4469]",True,2,0,"[51.4469, -0.042325]","Brockley Rise, London, England, GB",51.4469,-0.042325
2022-04-25,Asian Lady Beetle,14.0,[],Harmonia axyridis,"[-0.042425, 51.4467866667]",True,2,0,"[51.4467866667, -0.042425]","Brockley Rise, London, England, GB",51.4467866667,-0.042425
2022-04-25,Asian Lady Beetle,9.0,[],Harmonia axyridis,"[-0.0424888333, 51.4467283333]",True,2,0,"[51.4467283333, -0.0424888333]","Brockley Rise, London, England, GB",51.4467283333,-0.0424888333
2022-04-25,Asian Lady Beetle,11.0,[],Harmonia axyridis,"[-0.0424416667, 51.4467466667]",True,2,0,"[51.4467466667, -0.0424416667]","Brockley Rise, London, England, GB",51.4467466667,-0.0424416667
2022-04-26,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.898174, 52.3181119997]",False,1,0,"[52.3181119997, -0.898174]","Brixworth Country Park, Northampton Road, Northampton NN6 9DG, UK",52.3181119997,-0.898174
2022-04-26,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-2.838595, 52.7248033333]",True,1,0,"[52.7248033333, -2.838595]","Preston Montford Lane, Shrewsbury, England, GB",52.7248033333,-2.838595
2022-04-26,Asian Lady Beetle,19.0,[],Harmonia axyridis,"[-0.1632883672, 51.5115567812]",False,2,0,"[51.5115567812, -0.1632883672]","Hyde Park, London, England, GB",51.5115567812,-0.1632883672
2022-04-26,Harlekin-Marienkäfer,27.0,[],Harmonia axyridis,"[-2.8058793776, 54.048469251]",False,2,0,"[54.048469251, -2.8058793776]","Meeting House Lane, Lancaster, England, GB",54.048469251,-2.8058793776
2022-04-26,Asian Lady Beetle,9.0,[],Harmonia axyridis,"[-2.8059005477, 54.0485580475]",False,2,0,"[54.0485580475, -2.8059005477]","Meeting House Lane, Lancaster, England, GB",54.0485580475,-2.8059005477
2022-04-21,Asian Lady Beetle,194.0,[],Harmonia axyridis,"[-2.5388895348, 51.4622950423]",False,1,0,"[51.4622950423, -2.5388895348]",BS5 7HL,51.4622950423,-2.5388895348
2022-04-25,Asian Lady Beetle,39.0,[],Harmonia axyridis,"[-2.2014, 53.543133]",False,3,0,"[53.543133, -2.2014]","Alkrington Angling Club Ponds, Middleton, Gtr Manchester, UK",53.543133,-2.2014
2022-04-25,Asian Lady Beetle,35.0,[],Harmonia axyridis,"[0.0082333333, 51.85638]",True,1,0,"[51.85638, 0.0082333333]","Ashleigh Park, Ware, England, GB",51.85638,0.0082333333
2022-04-20,Harlekin-Marienkäfer,14778.0,[],Harmonia axyridis,"[-1.470085, 53.381129]",True,2,0,"[53.381129, -1.470085]",英國謝菲爾德,53.381129,-1.470085
2022-04-20,Harlekin-Marienkäfer,14778.0,[],Harmonia axyridis,"[-1.470085, 53.381129]",True,1,0,"[53.381129, -1.470085]",英國謝菲爾德,53.381129,-1.470085
2022-04-22,Harlekin-Marienkäfer,11.0,[],Harmonia axyridis,"[-4.2909216667, 55.8660383333]",True,1,0,"[55.8660383333, -4.2909216667]","Overnewton Sq, Glasgow, Scotland, GB",55.8660383333,-4.2909216667
2022-04-25,Asian Lady Beetle,500.0,[],Harmonia axyridis,"[-0.3211383333, 51.4448116692]",,2,0,"[51.4448116692, -0.3211383333]","Thames Path, Twickenham, England, GB",51.4448116692,-0.3211383333
2022-04-25,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.0775289722, 51.47681]",True,2,0,"[51.47681, -1.0775289722]","Tithe Barn, Sulham Lane, Reading RG8 8DT, UK",51.47681,-1.0775289722
2022-04-25,Harlekin-Marienkäfer,408.0,[],Harmonia axyridis,"[-0.5752651602, 53.2058067465]",False,2,0,"[53.2058067465, -0.5752651602]","Moorland Ave, Lincoln, England, GB",53.2058067465,-0.5752651602
2022-04-25,Asian Lady Beetle,3.0,[],Harmonia axyridis,"[-2.52341539, 51.50433777]",False,2,0,"[51.50433777, -2.52341539]","South Gloucestershire, England, GB",51.50433777,-2.52341539
2022-04-25,Asian Lady Beetle,31.0,[],Harmonia axyridis,"[-1.7630860863, 51.1964083511]",True,2,0,"[51.1964083511, -1.7630860863]","Wiltshire, UK",51.1964083511,-1.7630860863
2022-04-25,Asian Lady Beetle,9.0,[],Harmonia axyridis,"[-1.5001579095, 55.124041806]",,2,0,"[55.124041806, -1.5001579095]","Ridley Park, Blyth, England, GB",55.124041806,-1.5001579095
2022-04-25,Asian Lady Beetle,28.0,[],Harmonia axyridis,"[-8.4900562093, 51.8984151306]",False,2,0,"[51.8984151306, -8.4900562093]","Mardyke Bridge, River Lee, Sunday's Well, Cork, Co. Cork, Ireland",51.8984151306,-8.4900562093
2022-04-24,Asian Lady Beetle,237.0,[],Harmonia axyridis,"[-0.214185444, 51.4622983077]",False,1,0,"[51.4622983077, -0.214185444]","Werter Road, London, England, GB",51.4622983077,-0.214185444
2022-04-24,Harlekin-Marienkäfer,17.0,[],Harmonia axyridis,"[-3.7683108822, 50.4834462518]",True,1,0,"[50.4834462518, -3.7683108822]","Buckfastleigh, Buckfastleigh TQ11 0DZ, UK",50.4834462518,-3.7683108822
2022-04-24,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-1.2669883333, 51.7816383333]",,2,0,"[51.7816383333, -1.2669883333]","Banbury Road, Oxford, England, GB",51.7816383333,-1.2669883333
2022-04-24,Asian Lady Beetle,176.0,[],Harmonia axyridis,"[-2.0116275921, 52.4739445361]",False,1,0,"[52.4739445361, -2.0116275921]","Brennand Rd, Oldbury B68 0HH, UK",52.4739445361,-2.0116275921
2022-04-24,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-0.0523833333, 51.4074216667]",True,1,0,"[51.4074216667, -0.0523833333]","Ravenscroft Road, Beckenham, England, GB",51.4074216667,-0.0523833333
2022-04-24,Harlekin-Marienkäfer,7.0,[],Harmonia axyridis,"[-2.9271168262, 54.893909125]",False,2,0,"[54.893909125, -2.9271168262]","Carlisle CA1, UK",54.893909125,-2.9271168262
2022-04-24,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.3341917, 52.0621028997]",False,2,0,"[52.0621028997, -1.3341917]","Banbury, UK",52.0621028997,-1.3341917
2022-04-24,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-1.7832216667, 52.4187283333]",True,1,0,"[52.4187283333, -1.7832216667]","Warwick Road, Solihull, England, GB",52.4187283333,-1.7832216667
2022-04-24,Harlekin-Marienkäfer,9.0,[],Harmonia axyridis,"[-2.9381544515, 54.8991392696]",False,1,0,"[54.8991392696, -2.9381544515]","Carlisle CA3 8XA, UK",54.8991392696,-2.9381544515
2022-04-24,Asian Lady Beetle,26164.0,[],Harmonia axyridis,"[-0.1406660903, 51.6200561532]",True,3,0,"[51.6200561532, -0.1406660903]","England, GB",51.6200561532,-0.1406660903
2022-04-24,Harlekin-Marienkäfer,301.0,[],Harmonia axyridis,"[-2.9788204283, 53.6335758003]",False,1,0,"[53.6335758003, -2.9788204283]",PR8 6PN,53.6335758003,-2.9788204283
2022-04-24,Harlekin-Marienkäfer,93.0,[],Harmonia axyridis,"[-2.7299394608, 53.3542633057]",True,3,0,"[53.3542633057, -2.7299394608]",Borough of Halton,53.3542633057,-2.7299394608
2022-04-24,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-1.46708, 55.01469445]",True,2,0,"[55.01469445, -1.46708]","Billy Mill Ave, North Shields, England, GB",55.01469445,-1.46708
2022-04-24,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-1.894545, 52.4366283333]",False,5,1,"[52.4366283333, -1.894545]","Grange Road, Birmingham, England, GB",52.4366283333,-1.894545
2022-04-24,Asian Lady Beetle,22.0,[],Harmonia axyridis,"[-1.4671608132, 55.0146354514]",True,2,0,"[55.0146354514, -1.4671608132]","Office Buildings, North Shields, England, GB",55.0146354514,-1.4671608132
2022-04-24,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-1.8944883333, 52.43658]",True,5,1,"[52.43658, -1.8944883333]","Grange Road, Birmingham, England, GB",52.43658,-1.8944883333
2022-04-24,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-1.4671883333, 55.0147777833]",True,2,0,"[55.0147777833, -1.4671883333]","Edwina Gardens, North Shields, England, GB",55.0147777833,-1.4671883333
2022-04-24,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[0.0907693208, 51.4550210364]",,3,0,"[51.4550210364, 0.0907693208]","A2, Sidcup, England, GB",51.4550210364,0.0907693208
2022-04-12,Asian Lady Beetle,12.0,[],Harmonia axyridis,"[-2.2111666667, 53.8571466667]",False,3,0,"[53.8571466667, -2.2111666667]","Foreside, Nelson, England, GB",53.8571466667,-2.2111666667
2022-04-24,Asian Lady Beetle,1200.0,[],Harmonia axyridis,"[-3.0944745, 51.6024024]",True,3,0,"[51.6024024, -3.0944745]","Unit D1-d3 Pontymister Ind Est, Risca, Newport NP11 6NP, UK",51.6024024,-3.0944745
2022-04-20,Asian Lady Beetle,1003.0,[],Harmonia axyridis,"[-0.3053913288, 51.4631623002]",True,2,0,"[51.4631623002, -0.3053913288]","Little Green, Richmond, England, GB",51.4631623002,-0.3053913288
2022-04-24,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-2.1705255979, 53.398012437]",False,2,0,"[53.398012437, -2.1705255979]","Manchester, England, GB",53.398012437,-2.1705255979
2022-04-24,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-2.1697648514, 53.3979592838]",False,2,0,"[53.3979592838, -2.1697648514]","Manchester, England, GB",53.3979592838,-2.1697648514
